Warehouse_block,Mode_of_Shipment,Product_importance,Weight_in_gms,Cost_of_the_Product,Discount_offered,Reached.on.Time_Y.N
D,Ship,medium,5190,249,1,1
F,Ship,medium,5383,247,9,0
A,Ship,high,5851,205,1,1
B,Ship,medium,5831,209,5,0
C,Ship,high,4593,247,8,1
F,Ship,medium,5714,225,5,1
D,Ship,low,5580,150,6,0
F,Ship,medium,4362,210,4,0
A,Ship,low,5557,247,7,0
B,Ship,medium,4314,167,1,0
C,Ship,medium,4501,233,2,0
F,Ship,low,4679,204,4,1
D,Ship,medium,5437,140,7,0
F,Ship,high,4352,218,5,1
A,Ship,low,4760,250,7,0
B,Ship,low,4080,225,10,1
C,Ship,medium,1165,308,6,0
F,Ship,low,1212,256,9,1
D,Ship,medium,1381,251,7,0
F,Ship,medium,1397,270,10,0
A,Ship,low,1181,289,3,1
B,Ship,medium,1899,253,8,1
C,Ship,medium,1167,305,6,0
F,Ship,low,1394,219,1,0
D,Ship,medium,1231,231,6,0
F,Ship,medium,1759,298,8,1
A,Ship,low,1758,282,7,0
B,Ship,low,1489,240,6,0
C,Ship,medium,1132,223,8,0
F,Ship,medium,1521,140,2,0
D,Ship,medium,1365,268,5,0
F,Ship,low,1090,279,7,1
A,Ship,medium,1573,225,6,0
B,Ship,medium,1515,296,7,0
C,Ship,low,1311,162,8,0
F,Ship,low,1218,255,2,1
D,Ship,low,1367,255,9,0
F,Ship,medium,1556,286,6,1
A,Road,medium,1285,267,8,0
B,Road,low,1078,226,5,0
C,Road,medium,1631,285,5,1
F,Road,low,1637,276,5,1
D,Road,low,1565,257,5,1
F,Road,medium,1811,287,10,1
A,Road,low,1304,283,10,1
B,Road,medium,1270,309,2,1
C,Road,low,1637,274,3,1
F,Road,medium,1953,244,4,1
D,Road,low,1656,222,9,0
F,Road,low,1900,264,5,0
A,Road,medium,1197,232,3,0
B,Road,medium,1620,227,6,0
C,Road,medium,1455,294,7,0
F,Road,low,1883,260,1,0
D,Road,low,1756,260,8,0
F,Road,low,1190,277,2,1
A,Road,low,1451,257,7,1
B,Road,low,1450,271,6,1
C,Road,low,1260,308,7,1
F,Road,medium,1291,281,2,0
D,Flight,low,1903,307,8,0
F,Flight,medium,1643,224,9,1
A,Flight,medium,1924,233,4,1
B,Flight,medium,1340,179,5,0
C,Flight,medium,1538,267,9,0
F,Flight,low,1519,218,6,1
D,Flight,medium,1915,302,7,0
F,Flight,medium,1060,247,5,0
A,Flight,medium,1547,266,8,0
B,Flight,low,1562,247,10,1
C,Flight,low,1702,219,8,1
F,Flight,medium,1150,287,9,1
D,Flight,low,1657,297,5,0
F,Flight,medium,1597,273,4,1
A,Flight,low,1234,219,6,0
B,Flight,medium,1069,232,7,1
C,Flight,low,1782,264,3,0
F,Flight,low,1106,266,9,1
D,Flight,low,1199,280,10,1
F,Flight,medium,1265,264,6,0
A,Flight,low,1878,258,8,0
B,Flight,low,1441,236,8,0
C,Ship,low,1304,262,2,0
F,Ship,medium,5874,255,1,0
D,Ship,low,5219,267,8,1
F,Ship,low,5965,240,10,1
A,Ship,high,4061,215,10,1
B,Ship,low,4135,252,9,0
C,Ship,medium,5512,136,4,0
F,Ship,medium,5575,225,9,0
D,Ship,low,4549,187,2,0
F,Ship,low,4137,144,6,1
A,Ship,low,4254,226,10,0
B,Ship,low,4916,229,3,0
C,Ship,low,4628,255,4,1
F,Ship,medium,4990,227,9,0
D,Ship,medium,5081,248,6,1
F,Ship,low,4759,151,3,0
A,Ship,medium,4125,188,8,0
B,Ship,medium,4304,160,3,1
C,Ship,low,5361,156,1,0
F,Ship,medium,5313,162,7,0
D,Ship,low,5888,270,4,0
F,Ship,medium,4947,200,2,0
A,Ship,medium,4147,224,10,0
B,Ship,medium,4953,146,7,1
C,Ship,low,5231,156,6,1
F,Ship,medium,5748,235,4,1
D,Ship,medium,4118,231,5,1
F,Ship,low,5907,141,10,1
A,Ship,medium,5727,178,9,1
B,Ship,high,4089,244,3,0
C,Ship,medium,4955,247,7,1
F,Ship,medium,5978,132,5,0
D,Ship,medium,4671,190,6,1
F,Ship,medium,5993,113,1,0
A,Ship,high,4851,253,3,0
B,Ship,medium,4739,235,4,0
C,Ship,low,4102,264,6,0
F,Ship,medium,4424,286,3,0
D,Ship,medium,4249,141,3,0
F,Ship,low,5703,243,3,0
A,Ship,low,5461,209,10,0
B,Ship,medium,4633,246,2,1
C,Ship,medium,5717,257,1,1
F,Ship,medium,4907,217,8,1
D,Ship,low,5041,246,9,0
F,Ship,low,4100,166,6,1
A,Ship,low,5189,183,3,0
B,Ship,medium,5923,136,4,1
C,Ship,low,4653,224,10,1
F,Ship,medium,4069,174,2,1
D,Ship,medium,4809,209,4,0
F,Ship,medium,4679,256,3,1
A,Ship,medium,5194,231,9,0
B,Ship,low,5435,228,2,0
C,Ship,medium,5487,198,10,1
F,Ship,medium,4382,223,3,0
D,Ship,medium,4780,257,8,0
F,Ship,low,4741,265,10,0
A,Ship,medium,4068,258,7,1
B,Ship,low,5657,272,7,1
C,Ship,medium,5119,273,1,0
F,Ship,high,5263,287,1,1
D,Ship,low,4270,176,1,1
F,Ship,medium,5413,136,4,0
A,Ship,low,4025,204,1,1
B,Ship,medium,5432,213,2,1
C,Ship,low,4769,160,1,0
F,Ship,medium,5095,148,9,1
D,Ship,medium,4740,255,10,0
F,Ship,medium,5724,212,10,1
A,Ship,medium,5439,217,10,0
B,Ship,medium,5823,145,7,0
C,Ship,high,5750,170,6,0
F,Ship,high,5781,244,5,1
D,Ship,medium,5016,151,2,0
F,Ship,low,4454,202,10,0
A,Ship,medium,4682,195,2,0
B,Ship,medium,5852,150,9,0
C,Ship,medium,5523,225,10,1
F,Ship,medium,5027,142,6,0
D,Ship,low,4782,262,5,0
F,Ship,medium,4912,251,10,0
A,Ship,medium,4255,221,10,1
B,Ship,medium,5328,202,7,0
C,Ship,medium,4750,216,3,0
F,Ship,low,5916,239,4,0
D,Ship,low,5524,192,4,0
F,Ship,medium,4574,185,5,0
A,Ship,low,4411,235,3,1
B,Ship,low,5608,253,8,0
C,Ship,low,5659,180,2,1
F,Ship,medium,5187,150,10,0
D,Ship,medium,4030,168,9,0
F,Road,medium,4030,274,1,0
A,Road,medium,5224,179,9,1
B,Road,medium,5299,237,3,1
C,Road,low,4602,160,10,0
F,Road,low,4102,225,4,0
D,Road,low,5539,217,4,0
F,Road,medium,4645,263,1,0
A,Road,medium,5459,128,3,0
B,Road,low,4420,167,8,0
C,Road,low,4312,221,10,0
F,Road,low,4703,173,5,0
D,Road,low,4904,149,6,0
F,Road,medium,5241,234,8,1
A,Road,medium,4918,237,6,0
B,Road,low,4267,269,2,1
C,Road,high,4183,182,5,1
F,Road,medium,5204,199,1,0
D,Road,low,4863,264,6,0
F,Road,low,5761,167,2,1
A,Road,medium,5778,155,6,1
B,Road,high,4647,274,8,1
C,Road,low,5492,213,10,0
F,Flight,high,4562,204,8,1
D,Flight,medium,4764,259,7,0
F,Flight,medium,4972,174,2,0
A,Flight,low,4387,230,4,1
B,Flight,low,5911,260,4,1
C,Flight,low,4155,176,1,0
F,Flight,medium,4120,217,6,1
D,Flight,low,5703,219,9,0
F,Flight,medium,4133,189,5,0
A,Flight,low,5459,252,7,1
B,Flight,medium,4152,189,2,1
C,Flight,low,4930,159,5,0
F,Flight,low,5381,262,6,0
D,Flight,low,5156,191,8,1
F,Flight,medium,4133,271,2,1
A,Flight,low,5840,196,2,0
B,Flight,low,5068,261,6,0
C,Flight,medium,5284,233,1,0
F,Flight,low,4506,235,5,0
D,Flight,low,5149,154,8,1
F,Flight,low,4658,167,3,0
A,Flight,low,4631,144,5,0
B,Ship,low,5851,194,9,0
C,Ship,medium,5375,242,5,0
F,Ship,medium,5727,144,8,0
D,Ship,medium,4272,157,9,0
F,Ship,medium,5920,184,5,1
A,Ship,medium,4172,151,2,1
B,Ship,medium,5861,175,2,0
C,Ship,low,5941,177,5,0
F,Ship,low,5144,141,2,0
D,Ship,low,4746,210,5,0
F,Ship,low,4754,224,8,0
A,Ship,medium,5502,253,9,1
B,Ship,medium,4690,157,7,1
C,Ship,medium,4982,172,8,1
F,Ship,high,5247,193,6,1
D,Ship,low,1157,255,9,0
F,Ship,low,1826,255,2,1
A,Ship,medium,1570,286,1,0
B,Ship,medium,1261,267,9,1
C,Ship,low,1223,226,3,1
F,Ship,medium,1606,285,1,0
D,Ship,low,1662,276,4,1
F,Ship,low,1451,257,4,0
A,Ship,medium,1141,287,7,1
B,Ship,low,1311,283,9,1
C,Ship,medium,1904,309,10,1
F,Ship,low,1225,274,7,0
D,Ship,medium,1477,244,8,1
F,Ship,low,1003,222,9,0
A,Ship,low,1243,264,9,0
B,Ship,medium,1899,232,7,1
C,Ship,medium,4264,217,10,0
F,Ship,low,5221,219,1,0
D,Ship,medium,5613,189,4,1
F,Ship,low,4705,252,1,1
A,Ship,medium,5896,189,1,1
B,Ship,low,5462,159,7,1
C,Ship,low,4176,262,3,0
F,Ship,low,4314,191,1,0
D,Ship,medium,5057,271,9,0
F,Ship,low,4994,196,5,0
A,Ship,low,5861,261,6,0
B,Ship,medium,5406,233,2,0
C,Ship,low,4880,235,10,0
F,Ship,low,4720,154,5,1
D,Ship,low,5908,167,2,1
F,Ship,low,5121,144,5,0
A,Ship,low,5650,194,8,1
B,Ship,medium,4410,242,8,1
C,Ship,medium,5912,144,9,0
F,Ship,medium,4723,157,3,0
D,Ship,medium,4956,184,6,0
F,Ship,medium,5667,151,9,0
A,Ship,medium,4004,175,2,0
B,Ship,low,5427,177,9,0
C,Ship,low,5222,141,7,1
F,Ship,low,4102,210,9,1
D,Ship,low,5050,224,5,0
F,Ship,medium,5236,253,4,0
A,Ship,medium,5054,157,1,0
B,Ship,medium,5696,172,5,1
C,Ship,high,4459,193,1,0
F,Ship,low,1654,255,6,1
D,Ship,low,1104,255,7,0
F,Ship,medium,1539,286,1,1
A,Ship,medium,1548,267,10,0
B,Ship,low,1327,226,1,0
C,Ship,medium,1244,285,4,1
F,Ship,low,1754,276,8,1
D,Ship,low,1694,257,2,0
F,Ship,medium,1791,287,5,1
A,Ship,low,1298,283,5,0
B,Ship,medium,1930,309,8,0
C,Ship,low,1581,274,5,1
F,Ship,medium,1629,244,10,0
D,Ship,low,1962,222,1,0
F,Ship,medium,1238,264,5,0
A,Ship,low,1261,258,7,1
B,Ship,low,1137,236,7,0
C,Ship,low,1401,304,9,0
F,Ship,medium,1092,244,5,0
D,Ship,low,1869,301,10,0
F,Ship,medium,1117,275,5,0
A,Ship,low,1829,236,6,1
B,Ship,medium,1169,286,4,0
C,Ship,low,1850,238,6,1
F,Ship,medium,1244,300,5,0
D,Ship,medium,1149,292,2,1
F,Ship,low,1097,172,9,0
A,Ship,medium,1038,181,3,0
B,Ship,low,1904,289,9,0
C,Ship,medium,1139,256,4,1
F,Ship,medium,1683,251,10,1
D,Road,low,1716,245,3,0
F,Road,medium,1367,266,8,0
A,Road,low,1817,220,9,0
B,Road,low,1246,274,8,0
C,Road,low,1660,301,9,1
F,Road,low,1028,285,8,1
D,Road,low,1364,271,2,1
F,Road,low,1442,241,2,0
A,Road,low,1737,146,10,0
B,Road,medium,1791,256,9,0
C,Road,low,1051,235,5,1
F,Road,low,1691,275,9,1
D,Road,low,1974,205,10,1
F,Road,medium,1320,244,1,0
A,Road,medium,1097,269,5,0
B,Road,medium,1913,238,3,0
C,Road,low,1803,217,8,0
F,Road,low,1824,258,3,0
D,Road,medium,1402,269,5,0
F,Road,low,1827,259,6,1
A,Road,low,1347,260,8,1
B,Road,medium,1436,227,2,1
C,Flight,low,1650,223,10,1
F,Flight,medium,1160,221,10,0
D,Flight,low,1033,296,10,0
F,Flight,high,1924,228,9,0
A,Flight,medium,1562,275,7,1
B,Flight,medium,1123,230,4,0
C,Flight,medium,1379,241,3,0
F,Flight,low,1747,270,5,1
D,Flight,medium,1220,264,7,1
F,Flight,low,1178,260,5,1
A,Flight,low,1353,271,4,0
B,Flight,high,1071,286,10,1
C,Flight,low,1263,279,4,1
F,Flight,low,1934,271,6,0
D,Flight,low,5038,206,6,0
F,Flight,medium,4351,205,1,0
A,Flight,medium,4233,233,10,1
B,Flight,low,4112,207,1,0
C,Flight,low,5295,174,3,0
F,Flight,medium,4667,191,10,0
D,Flight,medium,5938,156,7,0
F,Flight,medium,4066,137,8,1
A,Ship,low,4246,251,8,0
B,Ship,low,5545,194,7,0
C,Ship,low,5273,141,6,0
F,Ship,medium,4641,137,10,0
D,Ship,medium,5696,221,10,1
F,Ship,medium,4966,270,6,0
A,Ship,low,4926,133,2,0
B,Ship,medium,4425,181,9,1
C,Ship,low,4549,147,4,1
F,Ship,high,4885,250,10,1
D,Ship,high,4883,184,3,0
F,Ship,low,5033,234,4,0
A,Ship,low,5084,126,8,1
B,Ship,medium,4301,241,9,0
C,Ship,medium,4072,218,6,0
F,Ship,medium,5553,98,3,1
D,Ship,medium,4577,211,9,1
F,Ship,low,4750,216,2,1
A,Ship,medium,5548,203,4,0
B,Ship,medium,5908,266,9,1
C,Ship,medium,4443,155,9,0
F,Ship,medium,5848,156,8,0
D,Ship,medium,4542,169,2,0
F,Ship,medium,4126,241,10,1
A,Ship,medium,5585,199,1,1
B,Ship,low,5602,184,9,0
C,Ship,low,4388,221,5,0
F,Ship,medium,4887,258,7,1
D,Ship,medium,4559,193,3,0
F,Ship,high,4184,156,9,1
A,Ship,medium,4613,201,4,0
B,Ship,medium,5859,171,4,0
C,Ship,low,5584,193,2,0
F,Ship,medium,4180,254,4,1
D,Ship,medium,5350,251,9,1
F,Ship,low,4946,171,7,0
A,Ship,medium,5832,243,10,0
B,Ship,medium,4269,253,4,0
C,Ship,low,5497,137,3,1
F,Ship,low,4661,149,6,0
D,Ship,low,5178,183,3,1
F,Ship,low,4752,171,10,1
A,Ship,low,5767,102,3,0
B,Ship,low,5868,249,7,1
C,Ship,medium,5291,255,10,1
F,Ship,low,5697,150,6,0
D,Ship,medium,5493,169,8,0
F,Ship,medium,4890,208,8,1
A,Ship,high,4921,154,2,1
B,Ship,medium,4196,101,6,0
C,Ship,low,4750,203,10,0
F,Ship,medium,5003,234,8,0
D,Ship,medium,5162,133,6,0
F,Ship,low,5284,222,6,1
A,Ship,low,4494,258,5,0
B,Ship,low,5073,251,1,0
C,Ship,medium,4880,241,5,1
F,Ship,medium,5318,164,3,1
D,Ship,low,5008,273,1,1
F,Ship,low,4010,266,6,0
A,Ship,low,5807,144,3,1
B,Ship,low,4671,208,10,1
C,Ship,medium,4620,178,8,0
F,Ship,low,4316,246,3,0
D,Ship,medium,5352,131,8,0
F,Ship,low,4151,156,5,1
A,Ship,medium,5720,222,10,0
B,Ship,medium,4968,275,7,0
C,Ship,medium,4117,212,10,0
F,Ship,medium,5292,275,7,0
D,Ship,medium,5219,189,8,0
F,Ship,low,4839,171,10,0
A,Ship,low,4026,242,3,0
B,Ship,medium,4966,247,7,0
C,Ship,low,4556,149,8,0
F,Ship,low,5279,190,9,0
D,Ship,low,4488,189,6,1
F,Ship,high,4750,153,7,1
A,Ship,low,4688,173,5,0
B,Ship,low,5078,117,3,0
C,Ship,medium,4119,204,7,0
F,Ship,low,5979,274,3,0
D,Ship,low,5108,276,10,0
F,Ship,low,4785,189,4,0
A,Ship,low,5033,204,2,1
B,Ship,medium,4549,229,8,0
C,Ship,medium,5815,257,2,0
F,Ship,low,4039,184,5,1
D,Ship,medium,4640,157,2,0
F,Ship,medium,5331,173,5,1
A,Ship,medium,4239,236,2,1
B,Ship,low,4282,234,2,0
C,Ship,medium,4760,237,2,0
F,Road,low,5068,191,10,1
D,Road,medium,5140,222,2,0
F,Road,low,4248,153,8,0
A,Road,medium,4581,224,2,1
B,Road,low,5593,201,5,1
C,Road,low,4309,169,10,1
F,Road,medium,5744,133,9,1
D,Road,medium,4356,146,5,0
F,Road,low,4107,230,8,1
A,Road,low,4034,195,4,0
B,Road,low,4757,204,9,0
C,Road,medium,5333,191,7,1
F,Road,high,5547,199,6,1
D,Road,medium,4030,192,3,0
F,Road,low,5064,187,10,1
A,Road,medium,5341,236,8,1
B,Road,high,5096,176,1,1
C,Road,medium,4589,239,7,0
F,Road,medium,5624,280,5,0
D,Road,medium,4649,184,9,1
F,Road,low,4409,145,3,0
A,Road,low,5709,248,3,1
B,Flight,medium,5812,184,9,0
C,Flight,low,5040,265,9,0
F,Flight,medium,5113,170,4,1
D,Flight,low,4747,181,2,0
F,Flight,low,5533,166,1,1
A,Flight,medium,5095,137,5,0
B,Flight,low,5049,173,5,1
C,Flight,medium,5614,249,10,0
F,Flight,low,4157,205,3,1
D,Flight,high,4573,251,8,0
F,Flight,low,5509,249,7,0
A,Flight,low,4834,177,7,1
B,Flight,low,4910,268,7,0
C,Flight,low,4581,215,1,1
F,Flight,low,4499,149,2,0
D,Flight,medium,4613,132,5,0
F,Flight,low,4707,246,10,1
A,Flight,medium,5718,155,9,1
B,Flight,medium,4531,206,7,1
C,Flight,medium,4064,134,1,1
F,Flight,medium,5609,255,9,0
D,Flight,medium,5136,168,9,0
F,Ship,low,4926,140,8,0
A,Ship,high,4244,191,6,0
B,Ship,medium,5069,231,8,1
C,Ship,low,4350,264,2,0
F,Ship,low,5357,137,6,0
D,Ship,medium,4446,170,4,1
F,Ship,low,5399,256,5,0
A,Ship,medium,4839,176,9,1
B,Ship,low,4172,198,3,1
C,Ship,low,5666,272,1,0
F,Ship,medium,4241,149,2,1
D,Ship,medium,5976,192,10,0
F,Ship,medium,5529,117,6,1
A,Ship,low,5579,180,6,0
B,Ship,medium,5907,158,8,0
C,Ship,high,4784,266,9,1
F,Ship,low,1752,304,3,1
D,Ship,medium,1847,244,1,1
F,Ship,low,1150,301,1,0
A,Ship,medium,1900,275,5,0
B,Ship,low,1933,236,3,1
C,Ship,medium,1177,286,10,1
F,Ship,low,1351,238,3,0
D,Ship,medium,1148,300,10,1
F,Ship,medium,1779,292,8,1
A,Ship,low,1723,172,9,0
B,Ship,medium,1368,181,9,0
C,Ship,low,1037,289,3,1
F,Ship,medium,1628,256,4,0
D,Ship,medium,1329,251,2,1
F,Ship,low,1832,245,2,1
A,Ship,low,4703,140,6,0
B,Ship,high,4435,191,7,1
C,Ship,medium,4991,231,8,0
F,Ship,low,5702,264,6,1
D,Ship,low,5242,137,1,0
F,Ship,medium,5226,170,6,0
A,Ship,low,5818,256,6,0
B,Ship,medium,4605,176,9,0
C,Ship,low,4829,198,10,0
F,Ship,low,5022,272,2,0
D,Ship,medium,4031,149,5,0
F,Ship,medium,4045,192,2,1
A,Ship,medium,4211,117,4,0
B,Ship,low,4010,180,5,1
C,Ship,medium,4881,158,9,0
F,Ship,high,5890,266,2,0
D,Ship,low,1215,304,5,1
F,Ship,medium,1121,244,4,1
A,Ship,low,1339,301,1,0
B,Ship,medium,1329,275,5,0
C,Ship,low,1682,236,1,0
F,Ship,medium,1773,286,3,1
D,Ship,low,1192,238,9,0
F,Ship,medium,1070,300,3,1
A,Ship,medium,1372,292,1,1
B,Ship,low,1680,172,2,0
C,Ship,medium,1043,181,5,0
F,Ship,low,1074,289,10,1
D,Ship,medium,1396,256,2,0
F,Ship,medium,1434,251,6,0
A,Ship,low,1621,279,1,0
B,Ship,low,1710,271,3,1
C,Ship,medium,1920,258,1,0
F,Ship,low,1521,245,7,0
D,Ship,low,1969,296,7,0
F,Ship,low,1505,267,1,0
A,Ship,medium,1462,268,2,0
B,Ship,low,1700,277,1,1
C,Ship,low,1771,259,5,1
F,Ship,low,1062,275,3,0
D,Ship,low,1009,298,3,1
F,Ship,medium,1013,243,4,1
A,Ship,medium,1373,255,4,0
B,Ship,low,1856,232,9,0
C,Ship,medium,1887,254,4,1
F,Ship,low,1134,234,3,0
D,Ship,low,1080,303,9,0
F,Ship,low,1563,262,5,0
A,Ship,medium,1692,218,7,0
B,Ship,low,1043,241,2,0
C,Ship,medium,1942,267,1,1
F,Ship,low,1052,301,6,1
D,Ship,low,1927,221,8,1
F,Ship,low,1700,275,2,1
A,Ship,medium,1793,292,5,0
B,Ship,medium,1660,245,9,0
C,Ship,low,1452,301,2,1
F,Ship,medium,1772,245,3,1
D,Ship,low,1269,288,1,1
F,Ship,low,1452,274,5,0
A,Ship,low,1465,231,2,1
B,Ship,low,1139,310,6,0
C,Road,medium,1441,256,3,0
F,Road,medium,1484,281,5,0
D,Road,medium,1498,264,3,1
F,Road,low,1764,274,9,0
A,Road,low,1317,272,8,0
B,Road,medium,1008,257,6,0
C,Road,low,1189,310,2,0
F,Road,low,1170,249,8,1
D,Road,low,1330,244,2,1
F,Road,medium,1634,219,2,0
A,Road,medium,1540,264,2,0
B,Road,low,1572,217,3,1
C,Road,low,1624,280,5,0
F,Road,low,1515,247,10,0
D,Road,low,4098,270,7,1
F,Road,low,5310,248,2,1
A,Road,medium,5409,167,1,1
B,Road,medium,5521,268,9,1
C,Road,medium,4901,257,10,1
F,Road,low,4770,152,4,1
D,Road,low,4152,147,3,1
F,Road,low,4882,179,5,1
A,Flight,medium,4032,201,10,1
B,Flight,medium,5724,140,8,0
C,Flight,medium,5632,139,2,0
F,Flight,medium,5711,152,8,0
D,Flight,medium,4376,171,9,1
F,Flight,medium,4577,97,8,0
A,Flight,medium,5772,257,8,0
B,Flight,medium,5480,154,1,0
C,Flight,medium,4881,138,1,1
F,Flight,low,4716,173,7,0
D,Flight,medium,4557,252,8,1
F,Flight,low,4245,251,2,1
A,Flight,high,5042,223,7,1
B,Flight,high,5303,261,3,1
C,Flight,high,5393,111,4,0
F,Flight,low,4731,210,9,1
D,Flight,low,4789,161,1,0
F,Flight,low,5261,143,10,0
A,Flight,low,5607,170,2,0
B,Flight,medium,4767,151,9,1
C,Flight,low,5884,154,1,1
F,Flight,medium,4672,146,6,1
D,Ship,low,5854,238,5,0
F,Ship,low,4490,264,9,0
A,Ship,low,5610,196,4,0
B,Ship,low,5135,164,9,1
C,Ship,medium,4316,144,2,0
F,Ship,medium,4350,147,6,0
D,Ship,high,5470,181,9,0
F,Ship,low,4518,212,1,0
A,Ship,low,5052,258,4,1
B,Ship,medium,4552,202,8,1
C,Ship,medium,5286,143,2,1
F,Ship,medium,5047,175,7,1
D,Ship,low,5301,135,10,1
F,Ship,low,4169,249,3,0
A,Ship,medium,5821,202,7,0
B,Ship,low,4557,135,6,0
C,Ship,low,4415,268,6,0
F,Ship,low,5146,103,4,0
D,Ship,medium,4723,225,10,0
F,Ship,low,4957,211,3,0
A,Ship,low,5021,161,8,0
B,Ship,medium,5942,155,6,0
C,Ship,medium,5159,182,9,0
F,Ship,low,4331,124,10,0
D,Ship,high,6000,167,4,1
F,Ship,low,4090,246,7,0
A,Ship,medium,5692,196,6,0
B,Ship,low,5877,211,5,1
C,Ship,medium,5075,234,9,0
F,Ship,low,5713,174,6,0
D,Ship,medium,4424,190,4,1
F,Ship,medium,4313,255,6,1
A,Ship,medium,4997,192,4,1
B,Ship,low,5973,174,10,1
C,Ship,medium,4208,263,4,0
F,Ship,high,4741,251,3,1
D,Ship,low,4671,223,2,1
F,Ship,low,5097,168,1,1
A,Ship,high,5516,213,7,1
B,Ship,medium,5903,99,9,0
C,Ship,medium,5254,267,9,0
F,Ship,medium,4531,183,8,0
D,Ship,low,5031,180,3,0
F,Ship,low,4721,206,7,0
A,Ship,low,4636,216,10,0
B,Ship,low,5591,167,10,0
C,Ship,medium,4812,162,4,1
F,Ship,medium,5832,250,6,0
D,Ship,medium,4731,245,1,1
F,Ship,low,4411,226,7,1
A,Ship,medium,5395,226,6,0
B,Ship,high,4996,222,8,1
C,Ship,low,5911,177,2,0
F,Ship,high,5654,223,5,0
D,Ship,low,5051,210,3,0
F,Ship,low,4299,170,3,0
A,Ship,low,5029,135,8,0
B,Ship,medium,4741,192,7,1
C,Ship,medium,4001,204,3,0
F,Ship,medium,4458,244,4,0
D,Ship,low,5511,255,8,0
F,Ship,medium,5234,160,8,0
A,Ship,low,4133,150,5,0
B,Ship,medium,5655,242,10,1
C,Ship,medium,5498,240,9,1
F,Ship,low,5337,246,10,1
D,Ship,low,4562,232,3,1
F,Ship,low,4409,274,5,0
A,Ship,low,5703,253,5,0
B,Ship,medium,4584,229,1,1
C,Ship,medium,4625,131,10,0
F,Ship,low,5883,125,10,0
D,Ship,low,5540,201,2,1
F,Ship,medium,4019,207,1,0
A,Ship,medium,5378,144,8,1
B,Ship,medium,4308,109,4,0
C,Ship,high,5654,161,8,1
F,Ship,medium,5154,151,3,1
D,Ship,low,5282,149,2,0
F,Ship,low,4122,239,5,0
A,Ship,medium,4376,287,6,1
B,Ship,medium,5810,132,8,1
C,Ship,medium,5313,165,9,0
F,Ship,low,5872,143,1,1
D,Ship,medium,5429,262,2,0
F,Ship,low,4025,201,3,1
A,Ship,medium,4220,213,8,0
B,Ship,low,5976,269,3,0
C,Ship,low,4073,217,2,0
F,Ship,low,4195,133,10,0
D,Ship,medium,5299,248,7,0
F,Ship,low,5339,244,9,0
A,Ship,high,4917,197,9,0
B,Road,low,4208,268,9,0
C,Road,low,4557,203,6,1
F,Road,low,4817,224,3,0
D,Road,low,5935,212,6,1
F,Road,medium,5098,208,8,0
A,Road,medium,5939,155,3,1
B,Road,low,4535,260,8,0
C,Road,low,5348,174,3,0
F,Road,medium,4590,161,3,0
D,Road,medium,5167,246,7,0
F,Road,medium,4615,173,2,0
A,Road,low,4859,175,9,0
B,Road,medium,4037,243,10,0
C,Road,low,5299,122,9,1
F,Road,low,5071,219,1,1
D,Road,high,5910,217,7,0
F,Road,medium,4246,250,2,0
A,Road,low,5981,274,5,1
B,Road,medium,4747,260,6,0
C,Road,medium,4729,185,1,0
F,Road,low,4131,270,1,0
D,Road,medium,4596,166,3,1
F,Flight,low,5520,160,1,1
A,Flight,low,4338,247,3,0
B,Flight,low,5703,272,1,1
C,Flight,medium,4439,171,1,0
F,Flight,medium,4962,211,8,0
D,Flight,medium,4444,271,1,1
F,Flight,medium,5982,155,8,0
A,Flight,medium,4552,220,7,1
B,Flight,low,5234,220,10,1
C,Flight,high,4427,285,6,1
F,Flight,low,4374,109,5,1
D,Flight,medium,4565,194,7,0
F,Flight,medium,4185,214,9,0
A,Flight,low,5629,161,4,0
B,Flight,medium,4458,202,7,0
C,Flight,high,5429,179,3,1
F,Flight,low,4584,137,8,0
D,Flight,medium,4892,173,2,0
F,Flight,medium,4950,243,6,0
A,Flight,medium,1494,258,2,0
B,Flight,low,1982,245,3,1
C,Flight,low,1650,296,4,0
F,Ship,low,1113,267,9,0
D,Ship,medium,1248,268,1,1
F,Ship,low,1373,277,4,0
A,Ship,low,1198,259,4,0
B,Ship,low,1156,275,6,1
C,Ship,low,1515,298,9,1
F,Ship,medium,1385,243,4,0
D,Ship,medium,1372,255,10,0
F,Ship,low,1817,232,3,0
A,Ship,low,5844,247,4,0
B,Ship,low,4013,272,1,1
C,Ship,medium,4536,171,10,0
F,Ship,medium,5983,211,7,1
D,Ship,medium,5486,271,1,1
F,Ship,medium,4882,155,8,0
A,Ship,medium,4912,220,1,1
B,Ship,low,4407,220,5,0
C,Ship,high,4999,285,7,0
F,Ship,low,5457,109,6,1
D,Ship,medium,4727,194,7,1
F,Ship,medium,4578,214,6,0
A,Ship,low,5663,161,10,1
B,Ship,medium,5137,202,10,1
C,Ship,high,4584,179,3,0
F,Ship,low,4586,137,4,1
D,Ship,medium,5970,173,4,0
F,Ship,medium,5371,243,6,0
A,Ship,medium,1481,258,2,0
B,Ship,low,1594,245,9,0
C,Ship,low,1973,296,4,0
F,Ship,low,1352,267,1,1
D,Ship,medium,1958,268,10,0
F,Ship,low,1260,277,7,1
A,Ship,low,2000,259,10,1
B,Ship,low,1816,275,2,0
C,Ship,low,1648,298,2,0
F,Ship,medium,1817,243,2,0
D,Ship,low,1819,280,3,1
